མཚན་བྱང་།,ཤོག་གྲངས།,1,མཆན་གྲངས།,པར་མ།,མཆན།,
,,30,4,《པེ་》《སྣར་》,༼ཚིནྡྷ་ཚིནྡྷ་…...འཛིན་ལ་གནས་ནས།
,,31,5,《པེ་》《སྣར་》,༼སྔོ་བ།
,,32,6,《པེ་》《སྣར་》,སྒོ་གཡས།
,,33,7,《པེ་》《སྣར་》,ན།
,,34,8,《པེ་》《སྣར་》,གིས།
,397,35,1,《པེ་》《སྣར་》,ནན་འདི་ནི་བ་ར་དེ་ཀ
,,36,2,《པེ་》《སྣར་》,ཀཱི།
,,37,3,《པེ་》《སྣར་》,༼ལ།
,,38,4,《པེ་》《སྣར་》,རི་ཏི་ད།
,,39,5,《པེ་》《སྣར་》,ནོ།།
,,40,6,《པེ་》《སྣར་》,མཚོན།
,,41,7,《པེ་》《སྣར་》,ཨརྒྷ།
,,42,8,《པེ་》《སྣར་》,པས།
,,43,9,《པེ་》《སྣར་》,༼རུས།
,,44,10,《པེ་》《སྣར་》,དུར་འདབ།
,,45,11,《པེ་》《སྣར་》,དུར་འདབ།
,,46,12,《པེ་》《སྣར་》,དུར།
,398,47,1,《པེ་》《སྣར་》,ཞི།
,,48,2,《པེ་》《སྣར་》,ཀྱི།
,,49,3,《པེ་》《སྣར་》,ས།,
,,50,4,《པེ་》《སྣར་》,བྱའོ།,
,,51,5,《པེ་》《སྣར་》,༼དེ།,
,,52,6,《པེ་》《སྣར་》,ཁྲུས།,
,,53,7,《པེ་》《སྣར་》,སྲེགས།,
,,54,8,《པེ་》《སྣར་》,སྒྲིབས།,
,399,55,1,《པེ་》《སྣར་》,བཀྲི་བ།,
,,56,2,《པེ་》《སྣར་》,བརྒྱན།,
,,57,3,《པེ་》《སྣར་》,མོའི།,
,,58,4,《པེ་》《སྣར་》,བཙེས།,
,,59,5,《པེ་》,ནི།,《སྣར་》,ནྀ།
,,60,6,《པེ་》《སྣར་》,པོའི།,
,,61,7,《པེ་》《སྣར་》,ཁྱི།,
,,62,8,《པེ་》《སྣར་》,སྦྱོར།,
,400,63,1,《པེ་》《སྣར་》,བདུགས།,
,,64,2,《པེ་》《སྣར་》,གླད།,
,,65,3,《པེ་》《སྣར་》,འབྲུམ།,
,,66,4,《པེ་》《སྣར་》,༼ཀྱིས།,
,,67,5,《པེ་》《སྣར་》,སྐྲ།,
,,68,6,《པེ་》《སྣར་》,ཧ་ནཱི།,
,,69,7,《པེ་》《སྣར་》,༽པ།,
,,70,8,《པེ་》《སྣར་》,བྱ།,
,,71,9,《པེ་》《སྣར་》,ཎ།,
,,72,10,《པེ་》《སྣར་》,པར།,
,401,73,1,《པེ་》,མོ་ཁྲག་གིས།,《སྣར་》,མོ་ཁྲག་གི།
,402,74,1,《པེ་》《སྣར་》,སྒྲུབ།,
,,75,2,《པེ་》,བ།,《སྣར་》,བར།
,,76,3,《པེ་》《སྣར་》,ཆུ།,
,,77,4,《སྣར་》,ནི།,
,,78,5,《པེ་》《སྣར་》,བཅིངས་པར།,
,,79,6,《པེ་》《སྣར་》,བཅིངས་པར།,
,,80,7,《པེ་》《སྣར་》,མཐའ།,
,,81,8,《པེ་》《སྣར་》,ནིས།,
,403,82,1,《པེ་》,སོ།,
,,83,2,《པེ་》《སྣར་》,༼མགུལ་པ།,
,,84,3,《པེ་》,བསམས་སོ།,《སྣར་》,བསམས་མོ།
,404,85,1,《སྣར་》,ཙུ།,
,,86,2,《པེ་》《སྣར་》,སད་དྱེ།,
,,87,3,《པེ་》《སྣར་》,ཐོ་བའམ།,
,,88,4,《པེ་》《སྣར་》,དང་།,
,,89,5,《པེ་》《སྣར་》,༽ལ།,
,,90,6,《པེ་》《སྣར་》,གཙོ།,
,,91,7,《པེ་》《སྣར་》,ཤི།,
,405,92,1,《པེ་》,ཨཪྣ།,
,,93,2,《པེ་》《སྣར་》,འཐུག,
,,94,3,《པེ་》《སྣར་》,གཉིས།,
,,95,4,《པེ་》《སྣར་》,ཀྣིནི།,
,,96,5,《པེ་》《སྣར་》,༼ད།,
,,97,6,《པེ་》《སྣར་》,༽གི།
,,98,7,《པེ་》《སྣར་》,དྲི།
,,99,8,《པེ་》《སྣར་》,ཐོད་པ།
,,100,9,《པེ་》《སྣར་》,ཏི།
,406,101,1,《པེ་》《སྣར་》,ལ།
,,102,2,《པེ་》《སྣར་》,སོ།
,,103,3,《པེ་》《སྣར་》,པར།
,,104,4,《པེ་》《སྣར་》,རྩད།
,,105,5,《པེ་》《སྣར་》,ན།
,,106,6,《པེ་》《སྣར་》,ཧྲི།
,,107,7,《པེ་》《སྣར་》,༽ན།
,407,108,1,《པེ་》《སྣར་》,༼རོ།
,,109,2,《པེ་》《སྣར་》,བཟུང་།
,,110,3,《པེ་》《སྣར་》,དི་མ་དྲེ།
,,111,4,《ཅོ་》,བྱའོ།
,,112,5,《པེ་》《སྣར་》,པོའི།
,,113,6,《པེ་》《སྣར་》,གྲགས།,
,408,114,1,《པེ་》《སྣར་》,ས།,
,,115,2,《པེ་》《སྣར་》,༽བ།,
,,116,3,《པེ་》《སྣར་》,དཀྲོལ།,
,,117,4,《པེ་》《སྣར་》,བྱའོ།,
,,118,5,《པེ་》《སྣར་》,ཐད་ཐའི།,
,,119,6,《པེ་》《སྣར་》,གཟུང་།,
,409,120,1,《པེ་》《སྣར་》,༼ནི།,
,,121,2,《པེ་》《སྣར་》,ཀིནྣི།,
,,122,3,《པེ་》《སྣར་》,༼བདུན།,
,,123,4,《པེ་》《སྣར་》,༼ཏུ།,
,,124,5,《པེ་》《སྣར་》,ཤྲི་བན་པི་ཤ,
,,125,6,《པེ་》《སྣར་》,ཤྲི།,
,,126,7,《པེ་》《སྣར་》,༼དང་།,
,410,127,1,《པེ་》,ཛ་སཏྭ།,《སྣར་》,ཛྱ་སཏྭ།
,,128,2,《པེ་》《སྣར་》,ཤྭད་ཐ།,
,,129,3,《པེ་》《སྣར་》,བསྲེགས།
,,130,4,《པེ་》《སྣར་》,རག་ཏི།
,,131,5,《པེ་》《སྣར་》,རག་ཏེ།
,,132,6,《པེ་》《སྣར་》,པོ།
,,133,7,《པེ་》《སྣར་》,བཟངས།
,,134,8,《པེ་》《སྣར་》,༽ནི།
,411,135,1,《པེ་》《སྣར་》,༽ཡང་།
,,136,2,《པེ་》《སྣར་》,བཟངས།
,,137,3,《པེ་》《སྣར་》,སྦྱར།
,,138,4,《པེ་》《སྣར་》,༽རོ།
,,139,5,《པེ་》《སྣར་》,གནས།
,,140,6,《པེ་》《སྣར་》,སེན།
,,141,7,《པེ་》《སྣར་》,བསྡུས་ཞེས།
,,142,8,《པེ་》《སྣར་》,བྱས་པས།
,,143,9,《པེ་》《སྣར་》,བསྡུད།
,412,144,1,《པེ་》《སྣར་》,ཥྚཾ།
,,145,2,《པེ་》《སྣར་》,པས།
,,146,3,《པེ་》《སྣར་》,པས་ཞན་གྱི་སྟེང་ནས་བཏབ།
,,147,4,《པེ་》《སྣར་》,༼བཏང་སྟེ་དུ་བ།
,,148,5,《པེ་》《སྣར་》,རི།
,,149,6,《པེ་》《སྣར་》,ན་ནེ།
,,150,7,《པེ་》《སྣར་》,༽ས།
,,151,8,《པེ་》《སྣར་》,ནན།
,,152,9,《པེ་》《སྣར་》,ཧཱུཾ་ནན།
,,153,10,《པེ་》《སྣར་》,མ།
,,154,11,《པེ་》《སྣར་》,སྲུབས།
,,155,12,《པེ་》《སྣར་》,བུཀྐེ།
,,156,13,《པེ་》《སྣར་》,ཡི།
,,157,14,《པེ་》《སྣར་》,བུཀྐེ།
,413,158,1,《པེ་》《སྣར་》,༼བཅས་པ།
,,159,2,《པེ་》《སྣར་》,བསྲེག
,,160,3,《པེ་》《སྣར་》,བུཀྐེ།
,,161,4,《པེ་》《སྣར་》,ཨ།
,,162,5,《སྣར་》,མིའི།
,,163,6,《པེ་》《སྣར་》,བཟླ།
,,164,7,《པེ་》《སྣར་》,བསྐོང་།
,414,165,1,《པེ་》《སྣར་》,མགོས།
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
